,Marital status,Sex,Age,Number of people,Year,Quarter
596,Never married,Women,80-89 years,846,2009,3
597,Never married,Women,90-99 years,280,2009,3
598,Never married,Women,100-109 years,9,2009,3
599,Never married,Women,110 years +,0,2009,3
600,Married/separated,Men,0-9 years,0,2009,3
601,Married/separated,Men,10-19 years,7,2009,3
602,Married/separated,Men,20-29 years,3376,2009,3
603,Married/separated,Men,30-39 years,17327,2009,3
604,Married/separated,Men,40-49 years,15675,2009,3
605,Married/separated,Men,50-59 years,12279,2009,3
606,Married/separated,Men,60-69 years,10936,2009,3
607,Married/separated,Men,70-79 years,4673,2009,3
608,Married/separated,Men,80-89 years,1853,2009,3
609,Married/separated,Men,90-99 years,200,2009,3
610,Married/separated,Men,100-109 years,1,2009,3
611,Married/separated,Men,110 years +,0,2009,3
612,Married/separated,Women,0-9 years,0,2009,3
613,Married/separated,Women,10-19 years,35,2009,3
614,Married/separated,Women,20-29 years,6216,2009,3
615,Married/separated,Women,30-39 years,18999,2009,3
616,Married/separated,Women,40-49 years,14094,2009,3
617,Married/separated,Women,50-59 years,11771,2009,3
618,Married/separated,Women,60-69 years,9145,2009,3
619,Married/separated,Women,70-79 years,3514,2009,3
620,Married/separated,Women,80-89 years,1261,2009,3
621,Married/separated,Women,90-99 years,126,2009,3
622,Married/separated,Women,100-109 years,1,2009,3
623,Married/separated,Women,110 years +,0,2009,3
624,Widowed,Men,0-9 years,0,2009,3
625,Widowed,Men,10-19 years,0,2009,3
626,Widowed,Men,20-29 years,2,2009,3
627,Widowed,Men,30-39 years,53,2009,3
628,Widowed,Men,40-49 years,134,2009,3
629,Widowed,Men,50-59 years,342,2009,3
630,Widowed,Men,60-69 years,764,2009,3
631,Widowed,Men,70-79 years,1040,2009,3
632,Widowed,Men,80-89 years,1251,2009,3
633,Widowed,Men,90-99 years,354,2009,3
634,Widowed,Men,100-109 years,10,2009,3
635,Widowed,Men,110 years +,0,2009,3
636,Widowed,Women,0-9 years,0,2009,3
637,Widowed,Women,10-19 years,0,2009,3
638,Widowed,Women,20-29 years,17,2009,3
639,Widowed,Women,30-39 years,123,2009,3
640,Widowed,Women,40-49 years,338,2009,3
641,Widowed,Women,50-59 years,1027,2009,3
642,Widowed,Women,60-69 years,2570,2009,3
643,Widowed,Women,70-79 years,4260,2009,3
644,Widowed,Women,80-89 years,5642,2009,3
645,Widowed,Women,90-99 years,2136,2009,3
646,Widowed,Women,100-109 years,71,2009,3
647,Widowed,Women,110 years +,0,2009,3
648,Divorced,Men,0-9 years,0,2009,3
649,Divorced,Men,10-19 years,0,2009,3
650,Divorced,Men,20-29 years,223,2009,3
651,Divorced,Men,30-39 years,2895,2009,3
652,Divorced,Men,40-49 years,5465,2009,3
653,Divorced,Men,50-59 years,5198,2009,3
654,Divorced,Men,60-69 years,5105,2009,3
655,Divorced,Men,70-79 years,1973,2009,3
656,Divorced,Men,80-89 years,493,2009,3
657,Divorced,Men,90-99 years,55,2009,3
658,Divorced,Men,100-109 years,0,2009,3
659,Divorced,Men,110 years +,0,2009,3
660,Divorced,Women,0-9 years,0,2009,3
661,Divorced,Women,10-19 years,2,2009,3
662,Divorced,Women,20-29 years,568,2009,3
663,Divorced,Women,30-39 years,3875,2009,3
664,Divorced,Women,40-49 years,5994,2009,3
665,Divorced,Women,50-59 years,6233,2009,3
666,Divorced,Women,60-69 years,6786,2009,3
667,Divorced,Women,70-79 years,3098,2009,3
668,Divorced,Women,80-89 years,1524,2009,3
669,Divorced,Women,90-99 years,356,2009,3
670,Divorced,Women,100-109 years,5,2009,3
671,Divorced,Women,110 years +,0,2009,3
672,Never married,Men,0-9 years,29874,2009,4
673,Never married,Men,10-19 years,21174,2009,4
674,Never married,Men,20-29 years,53091,2009,4
675,Never married,Men,30-39 years,35472,2009,4
676,Never married,Men,40-49 years,15333,2009,4
677,Never married,Men,50-59 years,8060,2009,4
678,Never married,Men,60-69 years,3630,2009,4
679,Never married,Men,70-79 years,1070,2009,4
680,Never married,Men,80-89 years,346,2009,4
681,Never married,Men,90-99 years,33,2009,4
682,Never married,Men,100-109 years,2,2009,4
683,Never married,Men,110 years +,0,2009,4
684,Never married,Women,0-9 years,28523,2009,4
685,Never married,Women,10-19 years,21199,2009,4
686,Never married,Women,20-29 years,57021,2009,4
687,Never married,Women,30-39 years,27804,2009,4
688,Never married,Women,40-49 years,10991,2009,4
689,Never married,Women,50-59 years,5837,2009,4
690,Never married,Women,60-69 years,2682,2009,4
691,Never married,Women,70-79 years,1056,2009,4
692,Never married,Women,80-89 years,834,2009,4
693,Never married,Women,90-99 years,273,2009,4
694,Never married,Women,100-109 years,8,2009,4
695,Never married,Women,110 years +,0,2009,4
696,Married/separated,Men,0-9 years,0,2009,4
697,Married/separated,Men,10-19 years,9,2009,4
698,Married/separated,Men,20-29 years,3614,2009,4
699,Married/separated,Men,30-39 years,17725,2009,4
700,Married/separated,Men,40-49 years,15758,2009,4
701,Married/separated,Men,50-59 years,12301,2009,4
702,Married/separated,Men,60-69 years,10956,2009,4
703,Married/separated,Men,70-79 years,4701,2009,4
704,Married/separated,Men,80-89 years,1840,2009,4
705,Married/separated,Men,90-99 years,193,2009,4
706,Married/separated,Men,100-109 years,1,2009,4
707,Married/separated,Men,110 years +,0,2009,4
708,Married/separated,Women,0-9 years,0,2009,4
709,Married/separated,Women,10-19 years,40,2009,4
710,Married/separated,Women,20-29 years,6484,2009,4
711,Married/separated,Women,30-39 years,19324,2009,4
712,Married/separated,Women,40-49 years,14210,2009,4
713,Married/separated,Women,50-59 years,11775,2009,4
714,Married/separated,Women,60-69 years,9200,2009,4
715,Married/separated,Women,70-79 years,3517,2009,4
716,Married/separated,Women,80-89 years,1246,2009,4
717,Married/separated,Women,90-99 years,119,2009,4
718,Married/separated,Women,100-109 years,1,2009,4
719,Married/separated,Women,110 years +,0,2009,4
720,Widowed,Men,0-9 years,0,2009,4
721,Widowed,Men,10-19 years,0,2009,4
722,Widowed,Men,20-29 years,2,2009,4
723,Widowed,Men,30-39 years,55,2009,4
724,Widowed,Men,40-49 years,136,2009,4
725,Widowed,Men,50-59 years,337,2009,4
726,Widowed,Men,60-69 years,768,2009,4
727,Widowed,Men,70-79 years,1032,2009,4
728,Widowed,Men,80-89 years,1227,2009,4
729,Widowed,Men,90-99 years,356,2009,4
730,Widowed,Men,100-109 years,7,2009,4
731,Widowed,Men,110 years +,0,2009,4
732,Widowed,Women,0-9 years,0,2009,4
733,Widowed,Women,10-19 years,0,2009,4
734,Widowed,Women,20-29 years,19,2009,4
735,Widowed,Women,30-39 years,123,2009,4
736,Widowed,Women,40-49 years,331,2009,4
737,Widowed,Women,50-59 years,1013,2009,4
738,Widowed,Women,60-69 years,2569,2009,4
739,Widowed,Women,70-79 years,4205,2009,4
740,Widowed,Women,80-89 years,5592,2009,4
741,Widowed,Women,90-99 years,2116,2009,4
742,Widowed,Women,100-109 years,70,2009,4
743,Widowed,Women,110 years +,0,2009,4
744,Divorced,Men,0-9 years,0,2009,4
745,Divorced,Men,10-19 years,0,2009,4
746,Divorced,Men,20-29 years,221,2009,4
747,Divorced,Men,30-39 years,2831,2009,4
748,Divorced,Men,40-49 years,5413,2009,4
749,Divorced,Men,50-59 years,5164,2009,4
750,Divorced,Men,60-69 years,5120,2009,4
751,Divorced,Men,70-79 years,1972,2009,4
752,Divorced,Men,80-89 years,496,2009,4
753,Divorced,Men,90-99 years,56,2009,4
754,Divorced,Men,100-109 years,0,2009,4
755,Divorced,Men,110 years +,0,2009,4
756,Divorced,Women,0-9 years,0,2009,4
757,Divorced,Women,10-19 years,1,2009,4
758,Divorced,Women,20-29 years,541,2009,4
759,Divorced,Women,30-39 years,3837,2009,4
760,Divorced,Women,40-49 years,5992,2009,4
761,Divorced,Women,50-59 years,6209,2009,4
762,Divorced,Women,60-69 years,6789,2009,4
763,Divorced,Women,70-79 years,3131,2009,4
764,Divorced,Women,80-89 years,1501,2009,4
765,Divorced,Women,90-99 years,354,2009,4
766,Divorced,Women,100-109 years,5,2009,4
767,Divorced,Women,110 years +,0,2009,4
768,Never married,Men,0-9 years,30182,2010,1
769,Never married,Men,10-19 years,21087,2010,1
770,Never married,Men,20-29 years,53275,2010,1
771,Never married,Men,30-39 years,35672,2010,1
772,Never married,Men,40-49 years,15413,2010,1
773,Never married,Men,50-59 years,8096,2010,1
774,Never married,Men,60-69 years,3674,2010,1
775,Never married,Men,70-79 years,1082,2010,1
776,Never married,Men,80-89 years,345,2010,1
777,Never married,Men,90-99 years,33,2010,1
778,Never married,Men,100-109 years,1,2010,1
779,Never married,Men,110 years +,0,2010,1
780,Never married,Women,0-9 years,28793,2010,1
781,Never married,Women,10-19 years,20993,2010,1
782,Never married,Women,20-29 years,57054,2010,1
783,Never married,Women,30-39 years,28024,2010,1
784,Never married,Women,40-49 years,11062,2010,1
785,Never married,Women,50-59 years,5886,2010,1
786,Never married,Women,60-69 years,2725,2010,1
787,Never married,Women,70-79 years,1069,2010,1
788,Never married,Women,80-89 years,817,2010,1
789,Never married,Women,90-99 years,270,2010,1
790,Never married,Women,100-109 years,9,2010,1
791,Never married,Women,110 years +,0,2010,1
792,Married/separated,Men,0-9 years,0,2010,1
793,Married/separated,Men,10-19 years,5,2010,1
794,Married/separated,Men,20-29 years,3565,2010,1
795,Married/separated,Men,30-39 years,17685,2010,1
796,Married/separated,Men,40-49 years,15850,2010,1
797,Married/separated,Men,50-59 years,12374,2010,1
798,Married/separated,Men,60-69 years,10988,2010,1
799,Married/separated,Men,70-79 years,4724,2010,1
800,Married/separated,Men,80-89 years,1819,2010,1
801,Married/separated,Men,90-99 years,198,2010,1
802,Married/separated,Men,100-109 years,0,2010,1
803,Married/separated,Men,110 years +,0,2010,1
804,Married/separated,Women,0-9 years,0,2010,1
805,Married/separated,Women,10-19 years,41,2010,1
806,Married/separated,Women,20-29 years,6391,2010,1
807,Married/separated,Women,30-39 years,19392,2010,1
808,Married/separated,Women,40-49 years,14255,2010,1
809,Married/separated,Women,50-59 years,11756,2010,1
810,Married/separated,Women,60-69 years,9286,2010,1
811,Married/separated,Women,70-79 years,3513,2010,1
812,Married/separated,Women,80-89 years,1239,2010,1
813,Married/separated,Women,90-99 years,114,2010,1
814,Married/separated,Women,100-109 years,1,2010,1
815,Married/separated,Women,110 years +,0,2010,1
816,Widowed,Men,0-9 years,0,2010,1
817,Widowed,Men,10-19 years,0,2010,1
818,Widowed,Men,20-29 years,2,2010,1
819,Widowed,Men,30-39 years,56,2010,1
820,Widowed,Men,40-49 years,129,2010,1
821,Widowed,Men,50-59 years,331,2010,1
822,Widowed,Men,60-69 years,780,2010,1
823,Widowed,Men,70-79 years,1033,2010,1
824,Widowed,Men,80-89 years,1198,2010,1
825,Widowed,Men,90-99 years,359,2010,1
826,Widowed,Men,100-109 years,8,2010,1
827,Widowed,Men,110 years +,0,2010,1
828,Widowed,Women,0-9 years,0,2010,1
829,Widowed,Women,10-19 years,0,2010,1
830,Widowed,Women,20-29 years,15,2010,1
831,Widowed,Women,30-39 years,124,2010,1
832,Widowed,Women,40-49 years,339,2010,1
833,Widowed,Women,50-59 years,1016,2010,1
834,Widowed,Women,60-69 years,2551,2010,1
835,Widowed,Women,70-79 years,4149,2010,1
836,Widowed,Women,80-89 years,5474,2010,1
837,Widowed,Women,90-99 years,2123,2010,1
838,Widowed,Women,100-109 years,74,2010,1
839,Widowed,Women,110 years +,0,2010,1
840,Divorced,Men,0-9 years,0,2010,1
841,Divorced,Men,10-19 years,0,2010,1
842,Divorced,Men,20-29 years,229,2010,1
843,Divorced,Men,30-39 years,2798,2010,1
844,Divorced,Men,40-49 years,5443,2010,1
845,Divorced,Men,50-59 years,5107,2010,1
846,Divorced,Men,60-69 years,5133,2010,1
847,Divorced,Men,70-79 years,1991,2010,1
848,Divorced,Men,80-89 years,495,2010,1
849,Divorced,Men,90-99 years,53,2010,1
850,Divorced,Men,100-109 years,0,2010,1
851,Divorced,Men,110 years +,0,2010,1
852,Divorced,Women,0-9 years,0,2010,1
853,Divorced,Women,10-19 years,0,2010,1
854,Divorced,Women,20-29 years,562,2010,1
855,Divorced,Women,30-39 years,3829,2010,1
856,Divorced,Women,40-49 years,6037,2010,1
857,Divorced,Women,50-59 years,6183,2010,1
858,Divorced,Women,60-69 years,6815,2010,1
859,Divorced,Women,70-79 years,3155,2010,1
860,Divorced,Women,80-89 years,1497,2010,1
861,Divorced,Women,90-99 years,355,2010,1
862,Divorced,Women,100-109 years,7,2010,1
863,Divorced,Women,110 years +,0,2010,1
864,Never married,Men,0-9 years,30491,2010,2
865,Never married,Men,10-19 years,21173,2010,2
866,Never married,Men,20-29 years,53570,2010,2
867,Never married,Men,30-39 years,36223,2010,2
868,Never married,Men,40-49 years,15481,2010,2
869,Never married,Men,50-59 years,8144,2010,2
870,Never married,Men,60-69 years,3722,2010,2
871,Never married,Men,70-79 years,1105,2010,2
872,Never married,Men,80-89 years,340,2010,2
873,Never married,Men,90-99 years,31,2010,2
874,Never married,Men,100-109 years,1,2010,2
875,Never married,Men,110 years +,0,2010,2
876,Never married,Women,0-9 years,29007,2010,2
877,Never married,Women,10-19 years,20969,2010,2
878,Never married,Women,20-29 years,57952,2010,2
879,Never married,Women,30-39 years,28412,2010,2
880,Never married,Women,40-49 years,11167,2010,2
881,Never married,Women,50-59 years,5964,2010,2
882,Never married,Women,60-69 years,2790,2010,2
883,Never married,Women,70-79 years,1063,2010,2
884,Never married,Women,80-89 years,789,2010,2
885,Never married,Women,90-99 years,267,2010,2
886,Never married,Women,100-109 years,9,2010,2
887,Never married,Women,110 years +,0,2010,2
888,Married/separated,Men,0-9 years,0,2010,2
889,Married/separated,Men,10-19 years,9,2010,2
890,Married/separated,Men,20-29 years,3478,2010,2
891,Married/separated,Men,30-39 years,17528,2010,2
892,Married/separated,Men,40-49 years,15942,2010,2
893,Married/separated,Men,50-59 years,12343,2010,2
894,Married/separated,Men,60-69 years,11041,2010,2
895,Married/separated,Men,70-79 years,4753,2010,2
896,Married/separated,Men,80-89 years,1776,2010,2
897,Married/separated,Men,90-99 years,205,2010,2
898,Married/separated,Men,100-109 years,1,2010,2
899,Married/separated,Men,110 years +,0,2010,2
900,Married/separated,Women,0-9 years,0,2010,2
901,Married/separated,Women,10-19 years,42,2010,2
902,Married/separated,Women,20-29 years,6180,2010,2
903,Married/separated,Women,30-39 years,19358,2010,2
904,Married/separated,Women,40-49 years,14302,2010,2
905,Married/separated,Women,50-59 years,11682,2010,2
906,Married/separated,Women,60-69 years,9378,2010,2
907,Married/separated,Women,70-79 years,3512,2010,2
908,Married/separated,Women,80-89 years,1225,2010,2
909,Married/separated,Women,90-99 years,108,2010,2
910,Married/separated,Women,100-109 years,1,2010,2
911,Married/separated,Women,110 years +,0,2010,2
912,Widowed,Men,0-9 years,0,2010,2
913,Widowed,Men,10-19 years,0,2010,2
914,Widowed,Men,20-29 years,0,2010,2
915,Widowed,Men,30-39 years,52,2010,2
916,Widowed,Men,40-49 years,132,2010,2
917,Widowed,Men,50-59 years,332,2010,2
918,Widowed,Men,60-69 years,769,2010,2
919,Widowed,Men,70-79 years,1021,2010,2
920,Widowed,Men,80-89 years,1195,2010,2
921,Widowed,Men,90-99 years,348,2010,2
922,Widowed,Men,100-109 years,7,2010,2
923,Widowed,Men,110 years +,0,2010,2
924,Widowed,Women,0-9 years,0,2010,2
925,Widowed,Women,10-19 years,0,2010,2
926,Widowed,Women,20-29 years,15,2010,2
927,Widowed,Women,30-39 years,120,2010,2
928,Widowed,Women,40-49 years,333,2010,2
929,Widowed,Women,50-59 years,1009,2010,2
930,Widowed,Women,60-69 years,2541,2010,2
931,Widowed,Women,70-79 years,4105,2010,2
932,Widowed,Women,80-89 years,5355,2010,2
933,Widowed,Women,90-99 years,2126,2010,2
934,Widowed,Women,100-109 years,71,2010,2
935,Widowed,Women,110 years +,0,2010,2
936,Divorced,Men,0-9 years,0,2010,2
937,Divorced,Men,10-19 years,0,2010,2
938,Divorced,Men,20-29 years,225,2010,2
939,Divorced,Men,30-39 years,2808,2010,2
940,Divorced,Men,40-49 years,5435,2010,2
941,Divorced,Men,50-59 years,5128,2010,2
942,Divorced,Men,60-69 years,5154,2010,2
943,Divorced,Men,70-79 years,2028,2010,2
944,Divorced,Men,80-89 years,494,2010,2
945,Divorced,Men,90-99 years,48,2010,2
946,Divorced,Men,100-109 years,1,2010,2
947,Divorced,Men,110 years +,0,2010,2
948,Divorced,Women,0-9 years,0,2010,2
949,Divorced,Women,10-19 years,1,2010,2
950,Divorced,Women,20-29 years,557,2010,2
951,Divorced,Women,30-39 years,3813,2010,2
952,Divorced,Women,40-49 years,6065,2010,2
953,Divorced,Women,50-59 years,6171,2010,2
954,Divorced,Women,60-69 years,6867,2010,2
955,Divorced,Women,70-79 years,3200,2010,2
956,Divorced,Women,80-89 years,1484,2010,2
957,Divorced,Women,90-99 years,351,2010,2
958,Divorced,Women,100-109 years,7,2010,2
959,Divorced,Women,110 years +,0,2010,2
960,Never married,Men,0-9 years,30694,2010,3
961,Never married,Men,10-19 years,21232,2010,3
962,Never married,Men,20-29 years,52994,2010,3
963,Never married,Men,30-39 years,36374,2010,3
964,Never married,Men,40-49 years,15613,2010,3
965,Never married,Men,50-59 years,8181,2010,3
966,Never married,Men,60-69 years,3810,2010,3
967,Never married,Men,70-79 years,1108,2010,3
968,Never married,Men,80-89 years,344,2010,3
969,Never married,Men,90-99 years,35,2010,3
970,Never married,Men,100-109 years,1,2010,3
971,Never married,Men,110 years +,0,2010,3
972,Never married,Women,0-9 years,29228,2010,3
973,Never married,Women,10-19 years,20916,2010,3
974,Never married,Women,20-29 years,57171,2010,3
975,Never married,Women,30-39 years,28620,2010,3
976,Never married,Women,40-49 years,11202,2010,3
977,Never married,Women,50-59 years,6026,2010,3
978,Never married,Women,60-69 years,2854,2010,3
979,Never married,Women,70-79 years,1071,2010,3
980,Never married,Women,80-89 years,776,2010,3
981,Never married,Women,90-99 years,261,2010,3
982,Never married,Women,100-109 years,6,2010,3
983,Never married,Women,110 years +,0,2010,3
984,Married/separated,Men,0-9 years,0,2010,3
985,Married/separated,Men,10-19 years,7,2010,3
986,Married/separated,Men,20-29 years,3562,2010,3
987,Married/separated,Men,30-39 years,17657,2010,3
988,Married/separated,Men,40-49 years,16051,2010,3
989,Married/separated,Men,50-59 years,12378,2010,3
990,Married/separated,Men,60-69 years,11113,2010,3
991,Married/separated,Men,70-79 years,4747,2010,3
992,Married/separated,Men,80-89 years,1751,2010,3
993,Married/separated,Men,90-99 years,208,2010,3
994,Married/separated,Men,100-109 years,1,2010,3
995,Married/separated,Men,110 years +,0,2010,3
996,Married/separated,Women,0-9 years,0,2010,3
997,Married/separated,Women,10-19 years,47,2010,3
998,Married/separated,Women,20-29 years,6201,2010,3
999,Married/separated,Women,30-39 years,19478,2010,3
1000,Married/separated,Women,40-49 years,14449,2010,3
1001,Married/separated,Women,50-59 years,11727,2010,3
1002,Married/separated,Women,60-69 years,9435,2010,3
1003,Married/separated,Women,70-79 years,3538,2010,3
1004,Married/separated,Women,80-89 years,1191,2010,3
1005,Married/separated,Women,90-99 years,109,2010,3
1006,Married/separated,Women,100-109 years,0,2010,3
1007,Married/separated,Women,110 years +,0,2010,3
1008,Widowed,Men,0-9 years,0,2010,3
1009,Widowed,Men,10-19 years,0,2010,3
1010,Widowed,Men,20-29 years,0,2010,3
1011,Widowed,Men,30-39 years,51,2010,3
1012,Widowed,Men,40-49 years,128,2010,3
