marital status	age	sex	district	1974Q1	1975Q1
Never married	30-39 years	Women	Polling area - 3. Indre By	212	224
Never married	30-39 years	Women	Polling area - 3. Nord	123	131
Never married	30-39 years	Women	Polling area - 3. Syd	110	131
Never married	30-39 years	Women	Polling area - 3. Øst	199	220
Never married	30-39 years	Women	Polling area - 4. Sundbyøster	79	82
Never married	30-39 years	Women	Polling area - 4. Nord	117	139
Never married	30-39 years	Women	Polling area - 4. Syd	86	92
Never married	30-39 years	Women	Polling area - 4. Øst	75	81
Never married	30-39 years	Women	Polling area - 5. Nørrebro	71	78
Never married	30-39 years	Women	Polling area - 5. Nord	89	102
Never married	30-39 years	Women	Polling area - 5. Nørrebrohallen	70	81
Never married	30-39 years	Women	Polling area - 5. Syd	124	137
Never married	30-39 years	Women	Polling area - 5. Øst	86	90
Never married	30-39 years	Women	Polling area - 5. Vest	60	65
Never married	30-39 years	Women	Polling area - 5. Nordvest	134	142
Never married	30-39 years	Women	Polling area - 6. Bispebjerg	98	91
Never married	30-39 years	Women	Polling area - 6. Vest	37	39
Never married	30-39 years	Women	Polling area - 6. Nord	88	87
Never married	30-39 years	Women	Polling area - 6. Øst	33	38
Never married	30-39 years	Women	Polling area - 6. Syd	83	79
Never married	30-39 years	Women	Polling area - 7. Brønshøj	35	34
Never married	30-39 years	Women	Polling area - 7. Nord	46	47
Never married	30-39 years	Women	Polling area - 7. Syd	92	92
Never married	30-39 years	Women	Polling area - 7. Øst	57	69
Never married	30-39 years	Women	Polling area - 7. Vest	57	59
Never married	30-39 years	Women	Polling area - 7. Nordvest	64	74
Never married	30-39 years	Women	Polling area - 7. Katrinedal	41	40
Never married	30-39 years	Women	Polling area - 7. Kirkebjerg	38	38
Never married	30-39 years	Women	Polling area - 7. Vanløse	104	107
Never married	30-39 years	Women	Polling area - 8. Valby	75	80
Never married	30-39 years	Women	Polling area - 8. Nord	51	62
Never married	30-39 years	Women	Polling area - 8. Syd	24	31
Never married	30-39 years	Women	Polling area - 8. Vest	52	54
Never married	30-39 years	Women	Polling area - 8. Sydøst	31	37
Never married	30-39 years	Women	Polling area - 8. Midt	44	41
Never married	30-39 years	Women	Polling area - 9. Vesterbro	61	71
Never married	30-39 years	Women	Polling area - 9. Nord	91	88
Never married	30-39 years	Women	Polling area - 9. Syd	119	134
Never married	30-39 years	Women	Polling area - 9. Øst	75	68
Never married	30-39 years	Women	Polling area - 9. Vest	70	71
Never married	30-39 years	Women	Polling area - 9. Midt	21	25
Never married	30-39 years	Women	Polling area - 9. Sydhavn	13	18
Never married	40-49 years	Men	Copenhagen total	4170	4113
Never married	40-49 years	Men	District - Indre By	562	553
Never married	40-49 years	Men	District - Østerbro	542	532
Never married	40-49 years	Men	District - Nørrebro	713	683
Never married	40-49 years	Men	District - Vesterbro/Kongens Enghave	680	667
Never married	40-49 years	Men	District - Valby	252	265
Never married	40-49 years	Men	District - Vanløse	202	189
Never married	40-49 years	Men	District - Brønshøj-Husum	184	184
Never married	40-49 years	Men	District - Bispebjerg	308	320
Never married	40-49 years	Men	District - Amager Øst	285	295
Never married	40-49 years	Men	District - Amager Vest	442	425
Never married	40-49 years	Men	Polling area - 1. Østerbro	113	117
Never married	40-49 years	Men	Polling area - 1. Øst	53	50
Never married	40-49 years	Men	Polling area - 1. Nord	57	64
Never married	40-49 years	Men	Polling area - 1. Syd	159	142
Never married	40-49 years	Men	Polling area - 1. Vest	69	78
Never married	40-49 years	Men	Polling area - 1. Nordvest	91	81
Never married	40-49 years	Men	Polling area - 2. Sundbyvester	59	54
Never married	40-49 years	Men	Polling area - 2. Nord	160	149
Never married	40-49 years	Men	Polling area - 2. Syd	132	129
Never married	40-49 years	Men	Polling area - 2. Øst	58	55
Never married	40-49 years	Men	Polling area - 2. Vest	33	38
Never married	40-49 years	Men	Polling area - 3. Indre By	194	190
Never married	40-49 years	Men	Polling area - 3. Nord	64	62
Never married	40-49 years	Men	Polling area - 3. Syd	110	96
Never married	40-49 years	Men	Polling area - 3. Øst	194	205
Never married	40-49 years	Men	Polling area - 4. Sundbyøster	92	92
Never married	40-49 years	Men	Polling area - 4. Nord	86	85
Never married	40-49 years	Men	Polling area - 4. Syd	61	65
Never married	40-49 years	Men	Polling area - 4. Øst	46	53
Never married	40-49 years	Men	Polling area - 5. Nørrebro	97	100
Never married	40-49 years	Men	Polling area - 5. Nord	76	76
Never married	40-49 years	Men	Polling area - 5. Nørrebrohallen	69	57
Never married	40-49 years	Men	Polling area - 5. Syd	153	142
Never married	40-49 years	Men	Polling area - 5. Øst	100	91
Never married	40-49 years	Men	Polling area - 5. Vest	107	101
Never married	40-49 years	Men	Polling area - 5. Nordvest	111	116
Never married	40-49 years	Men	Polling area - 6. Bispebjerg	63	68
Never married	40-49 years	Men	Polling area - 6. Vest	67	72
Never married	40-49 years	Men	Polling area - 6. Nord	77	79
Never married	40-49 years	Men	Polling area - 6. Øst	18	21
Never married	40-49 years	Men	Polling area - 6. Syd	83	80
Never married	40-49 years	Men	Polling area - 7. Brønshøj	29	35
Never married	40-49 years	Men	Polling area - 7. Nord	19	17
Never married	40-49 years	Men	Polling area - 7. Syd	51	44
Never married	40-49 years	Men	Polling area - 7. Øst	53	55
Never married	40-49 years	Men	Polling area - 7. Vest	34	36
Never married	40-49 years	Men	Polling area - 7. Nordvest	60	56
Never married	40-49 years	Men	Polling area - 7. Katrinedal	30	24
Never married	40-49 years	Men	Polling area - 7. Kirkebjerg	39	35
Never married	40-49 years	Men	Polling area - 7. Vanløse	71	71
Never married	40-49 years	Men	Polling area - 8. Valby	47	56
Never married	40-49 years	Men	Polling area - 8. Nord	59	58
Never married	40-49 years	Men	Polling area - 8. Syd	39	38
Never married	40-49 years	Men	Polling area - 8. Vest	45	43
Never married	40-49 years	Men	Polling area - 8. Sydøst	29	41
Never married	40-49 years	Men	Polling area - 8. Midt	33	29
Never married	40-49 years	Men	Polling area - 9. Vesterbro	88	86
Never married	40-49 years	Men	Polling area - 9. Nord	185	189
Never married	40-49 years	Men	Polling area - 9. Syd	71	66
Never married	40-49 years	Men	Polling area - 9. Øst	194	185
Never married	40-49 years	Men	Polling area - 9. Vest	102	91
Never married	40-49 years	Men	Polling area - 9. Midt	35	39
Never married	40-49 years	Men	Polling area - 9. Sydhavn	5	11
Never married	40-49 years	Women	Copenhagen total	2952	2784
Never married	40-49 years	Women	District - Indre By	369	335
Never married	40-49 years	Women	District - Østerbro	503	469
Never married	40-49 years	Women	District - Nørrebro	409	378
Never married	40-49 years	Women	District - Vesterbro/Kongens Enghave	279	262
Never married	40-49 years	Women	District - Valby	274	249
Never married	40-49 years	Women	District - Vanløse	224	217
Never married	40-49 years	Women	District - Brønshøj-Husum	146	156
Never married	40-49 years	Women	District - Bispebjerg	279	260
Never married	40-49 years	Women	District - Amager Øst	250	240
Never married	40-49 years	Women	District - Amager Vest	219	218
Never married	40-49 years	Women	Polling area - 1. Østerbro	88	82
Never married	40-49 years	Women	Polling area - 1. Øst	35	32
Never married	40-49 years	Women	Polling area - 1. Nord	78	71
Never married	40-49 years	Women	Polling area - 1. Syd	113	112
Never married	40-49 years	Women	Polling area - 1. Vest	95	85
Never married	40-49 years	Women	Polling area - 1. Nordvest	94	87
Never married	40-49 years	Women	Polling area - 2. Sundbyvester	60	63
Never married	40-49 years	Women	Polling area - 2. Nord	77	79
Never married	40-49 years	Women	Polling area - 2. Syd	26	22
Never married	40-49 years	Women	Polling area - 2. Øst	22	25
Never married	40-49 years	Women	Polling area - 2. Vest	34	29
Never married	40-49 years	Women	Polling area - 3. Indre By	105	94
Never married	40-49 years	Women	Polling area - 3. Nord	82	76
Never married	40-49 years	Women	Polling area - 3. Syd	48	44
Never married	40-49 years	Women	Polling area - 3. Øst	134	121
Never married	40-49 years	Women	Polling area - 4. Sundbyøster	47	51
Never married	40-49 years	Women	Polling area - 4. Nord	76	73
Never married	40-49 years	Women	Polling area - 4. Syd	69	61
Never married	40-49 years	Women	Polling area - 4. Øst	58	55
Never married	40-49 years	Women	Polling area - 5. Nørrebro	57	53
Never married	40-49 years	Women	Polling area - 5. Nord	53	53
Never married	40-49 years	Women	Polling area - 5. Nørrebrohallen	39	32
Never married	40-49 years	Women	Polling area - 5. Syd	81	78
Never married	40-49 years	Women	Polling area - 5. Øst	50	43
Never married	40-49 years	Women	Polling area - 5. Vest	46	38
Never married	40-49 years	Women	Polling area - 5. Nordvest	83	81
Never married	40-49 years	Women	Polling area - 6. Bispebjerg	61	59
Never married	40-49 years	Women	Polling area - 6. Vest	32	31
Never married	40-49 years	Women	Polling area - 6. Nord	82	77
Never married	40-49 years	Women	Polling area - 6. Øst	30	28
Never married	40-49 years	Women	Polling area - 6. Syd	74	65
Never married	40-49 years	Women	Polling area - 7. Brønshøj	25	26
Never married	40-49 years	Women	Polling area - 7. Nord	19	23
Never married	40-49 years	Women	Polling area - 7. Syd	69	70
Never married	40-49 years	Women	Polling area - 7. Øst	38	39
Never married	40-49 years	Women	Polling area - 7. Vest	28	33
Never married	40-49 years	Women	Polling area - 7. Nordvest	46	43
Never married	40-49 years	Women	Polling area - 7. Katrinedal	42	45
Never married	40-49 years	Women	Polling area - 7. Kirkebjerg	40	36
Never married	40-49 years	Women	Polling area - 7. Vanløse	63	58
Never married	40-49 years	Women	Polling area - 8. Valby	54	57
Never married	40-49 years	Women	Polling area - 8. Nord	66	52
Never married	40-49 years	Women	Polling area - 8. Syd	40	32
Never married	40-49 years	Women	Polling area - 8. Vest	33	33
Never married	40-49 years	Women	Polling area - 8. Sydøst	24	21
Never married	40-49 years	Women	Polling area - 8. Midt	57	54
Never married	40-49 years	Women	Polling area - 9. Vesterbro	36	36
Never married	40-49 years	Women	Polling area - 9. Nord	70	63
Never married	40-49 years	Women	Polling area - 9. Syd	68	62
Never married	40-49 years	Women	Polling area - 9. Øst	45	45
Never married	40-49 years	Women	Polling area - 9. Vest	37	35
Never married	40-49 years	Women	Polling area - 9. Midt	20	17
Never married	40-49 years	Women	Polling area - 9. Sydhavn	3	4
Never married	50-59 years	Men	Copenhagen total	3433	3403
Never married	50-59 years	Men	District - Indre By	492	474
Never married	50-59 years	Men	District - Østerbro	423	418
Never married	50-59 years	Men	District - Nørrebro	586	576
Never married	50-59 years	Men	District - Vesterbro/Kongens Enghave	581	578
Never married	50-59 years	Men	District - Valby	225	220
Never married	50-59 years	Men	District - Vanløse	129	141
Never married	50-59 years	Men	District - Brønshøj-Husum	117	119
Never married	50-59 years	Men	District - Bispebjerg	219	230
Never married	50-59 years	Men	District - Amager Øst	277	271
Never married	50-59 years	Men	District - Amager Vest	384	376
Never married	50-59 years	Men	Polling area - 1. Østerbro	89	92
Never married	50-59 years	Men	Polling area - 1. Øst	23	20
Never married	50-59 years	Men	Polling area - 1. Nord	48	52
Never married	50-59 years	Men	Polling area - 1. Syd	125	124
Never married	50-59 years	Men	Polling area - 1. Vest	62	57
Never married	50-59 years	Men	Polling area - 1. Nordvest	76	73
Never married	50-59 years	Men	Polling area - 2. Sundbyvester	50	53
Never married	50-59 years	Men	Polling area - 2. Nord	143	130
Never married	50-59 years	Men	Polling area - 2. Syd	125	117
Never married	50-59 years	Men	Polling area - 2. Øst	33	35
Never married	50-59 years	Men	Polling area - 2. Vest	33	41
Never married	50-59 years	Men	Polling area - 3. Indre By	168	161
Never married	50-59 years	Men	Polling area - 3. Nord	60	59
Never married	50-59 years	Men	Polling area - 3. Syd	80	76
Never married	50-59 years	Men	Polling area - 3. Øst	184	178
Never married	50-59 years	Men	Polling area - 4. Sundbyøster	90	83
Never married	50-59 years	Men	Polling area - 4. Nord	75	75
Never married	50-59 years	Men	Polling area - 4. Syd	63	62
Never married	50-59 years	Men	Polling area - 4. Øst	49	51
Never married	50-59 years	Men	Polling area - 5. Nørrebro	93	87
Never married	50-59 years	Men	Polling area - 5. Nord	62	62
Never married	50-59 years	Men	Polling area - 5. Nørrebrohallen	47	47
Never married	50-59 years	Men	Polling area - 5. Syd	132	127
Never married	50-59 years	Men	Polling area - 5. Øst	70	63
Never married	50-59 years	Men	Polling area - 5. Vest	79	84
Never married	50-59 years	Men	Polling area - 5. Nordvest	103	106
Never married	50-59 years	Men	Polling area - 6. Bispebjerg	63	63
Never married	50-59 years	Men	Polling area - 6. Vest	33	40
Never married	50-59 years	Men	Polling area - 6. Nord	48	51
Never married	50-59 years	Men	Polling area - 6. Øst	15	13
Never married	50-59 years	Men	Polling area - 6. Syd	60	63
Never married	50-59 years	Men	Polling area - 7. Brønshøj	17	16
Never married	50-59 years	Men	Polling area - 7. Nord	9	9
Never married	50-59 years	Men	Polling area - 7. Syd	37	43
Never married	50-59 years	Men	Polling area - 7. Øst	41	36
Never married	50-59 years	Men	Polling area - 7. Vest	22	27
Never married	50-59 years	Men	Polling area - 7. Nordvest	34	36
Never married	50-59 years	Men	Polling area - 7. Katrinedal	19	21
Never married	50-59 years	Men	Polling area - 7. Kirkebjerg	25	31
Never married	50-59 years	Men	Polling area - 7. Vanløse	42	41
Never married	50-59 years	Men	Polling area - 8. Valby	56	52
Never married	50-59 years	Men	Polling area - 8. Nord	43	46
Never married	50-59 years	Men	Polling area - 8. Syd	30	29
Never married	50-59 years	Men	Polling area - 8. Vest	36	37
Never married	50-59 years	Men	Polling area - 8. Sydøst	30	26
Never married	50-59 years	Men	Polling area - 8. Midt	30	30
Never married	50-59 years	Men	Polling area - 9. Vesterbro	84	78
Never married	50-59 years	Men	Polling area - 9. Nord	159	139
Never married	50-59 years	Men	Polling area - 9. Syd	69	68
Never married	50-59 years	Men	Polling area - 9. Øst	138	154
Never married	50-59 years	Men	Polling area - 9. Vest	97	100
Never married	50-59 years	Men	Polling area - 9. Midt	28	31
Never married	50-59 years	Men	Polling area - 9. Sydhavn	6	8
Never married	50-59 years	Women	Copenhagen total	4248	4029
Never married	50-59 years	Women	District - Indre By	556	520
Never married	50-59 years	Women	District - Østerbro	665	632
Never married	50-59 years	Women	District - Nørrebro	614	572
Never married	50-59 years	Women	District - Vesterbro/Kongens Enghave	369	349
Never married	50-59 years	Women	District - Valby	355	337
Never married	50-59 years	Women	District - Vanløse	381	358
Never married	50-59 years	Women	District - Brønshøj-Husum	231	226
Never married	50-59 years	Women	District - Bispebjerg	465	445
Never married	50-59 years	Women	District - Amager Øst	322	318
Never married	50-59 years	Women	District - Amager Vest	290	272
Never married	50-59 years	Women	Polling area - 1. Østerbro	125	116
Never married	50-59 years	Women	Polling area - 1. Øst	49	46
Never married	50-59 years	Women	Polling area - 1. Nord	89	96
Never married	50-59 years	Women	Polling area - 1. Syd	144	133
Never married	50-59 years	Women	Polling area - 1. Vest	110	113
