citizenship	age	sex	district	1980Q1	1981Q1	1982Q1	1983Q1	1984Q1
Denmark	10-14 years	Women	Polling area - 8. Vest	253	213	185	172	164
Denmark	10-14 years	Women	Polling area - 8. Sydøst	223	204	193	197	181
Denmark	10-14 years	Women	Polling area - 8. Midt	121	101	97	84	80
Denmark	10-14 years	Women	Polling area - 9. Vesterbro	151	139	146	133	124
Denmark	10-14 years	Women	Polling area - 9. Nord	181	161	152	123	114
Denmark	10-14 years	Women	Polling area - 9. Syd	195	187	170	159	163
Denmark	10-14 years	Women	Polling area - 9. Øst	137	135	118	98	98
Denmark	10-14 years	Women	Polling area - 9. Vest	157	134	131	136	120
Denmark	10-14 years	Women	Polling area - 9. Midt	52	45	40	32	26
Denmark	10-14 years	Women	Polling area - 9. Sydhavn	24	23	23	27	30
Denmark	15-19 years	Men	Copenhagen total	11861	11825	11793	11769	11299
Denmark	15-19 years	Men	District - Indre By	1019	1048	1096	1070	1045
Denmark	15-19 years	Men	District - Østerbro	1281	1290	1326	1354	1306
Denmark	15-19 years	Men	District - Nørrebro	1557	1529	1533	1483	1415
Denmark	15-19 years	Men	District - Vesterbro/Kongens Enghave	1249	1249	1189	1174	1099
Denmark	15-19 years	Men	District - Valby	1241	1236	1249	1257	1218
Denmark	15-19 years	Men	District - Vanløse	812	815	794	807	792
Denmark	15-19 years	Men	District - Brønshøj-Husum	1299	1310	1268	1237	1171
Denmark	15-19 years	Men	District - Bispebjerg	874	817	831	803	742
Denmark	15-19 years	Men	District - Amager Øst	1094	1084	1065	1089	1067
Denmark	15-19 years	Men	District - Amager Vest	1435	1447	1442	1495	1444
Denmark	15-19 years	Men	District - Unlocated	0	0	0	0	0
Denmark	15-19 years	Men	Polling area - 1. Østerbro	276	288	297	288	258
Denmark	15-19 years	Men	Polling area - 1. Øst	135	135	124	129	125
Denmark	15-19 years	Men	Polling area - 1. Nord	151	153	151	155	146
Denmark	15-19 years	Men	Polling area - 1. Syd	314	305	323	344	322
Denmark	15-19 years	Men	Polling area - 1. Vest	204	216	220	215	223
Denmark	15-19 years	Men	Polling area - 1. Nordvest	201	193	211	223	232
Denmark	15-19 years	Men	Polling area - 2. Sundbyvester	404	364	370	361	365
Denmark	15-19 years	Men	Polling area - 2. Nord	365	382	396	416	396
Denmark	15-19 years	Men	Polling area - 2. Syd	96	79	67	87	91
Denmark	15-19 years	Men	Polling area - 2. Øst	423	478	458	486	451
Denmark	15-19 years	Men	Polling area - 2. Vest	147	144	151	145	141
Denmark	15-19 years	Men	Polling area - 3. Indre By	284	309	348	337	328
Denmark	15-19 years	Men	Polling area - 3. Nord	215	222	222	198	209
Denmark	15-19 years	Men	Polling area - 3. Syd	161	174	168	187	173
Denmark	15-19 years	Men	Polling area - 3. Øst	359	343	358	348	335
Denmark	15-19 years	Men	Polling area - 4. Sundbyøster	244	243	238	216	211
Denmark	15-19 years	Men	Polling area - 4. Nord	356	356	328	373	372
Denmark	15-19 years	Men	Polling area - 4. Syd	225	206	220	217	214
Denmark	15-19 years	Men	Polling area - 4. Øst	269	279	279	283	270
Denmark	15-19 years	Men	Polling area - 5. Nørrebro	209	191	188	185	191
Denmark	15-19 years	Men	Polling area - 5. Nord	193	198	192	179	178
Denmark	15-19 years	Men	Polling area - 5. Nørrebrohallen	210	231	234	209	210
Denmark	15-19 years	Men	Polling area - 5. Syd	197	180	179	176	174
Denmark	15-19 years	Men	Polling area - 5. Øst	212	209	215	226	211
Denmark	15-19 years	Men	Polling area - 5. Vest	209	210	226	220	184
Denmark	15-19 years	Men	Polling area - 5. Nordvest	327	310	299	288	267
Denmark	15-19 years	Men	Polling area - 6. Bispebjerg	186	186	200	183	168
Denmark	15-19 years	Men	Polling area - 6. Vest	113	98	110	106	100
Denmark	15-19 years	Men	Polling area - 6. Nord	240	221	213	197	206
Denmark	15-19 years	Men	Polling area - 6. Øst	127	116	104	101	86
Denmark	15-19 years	Men	Polling area - 6. Syd	208	196	204	216	182
Denmark	15-19 years	Men	Polling area - 7. Brønshøj	162	155	149	148	144
Denmark	15-19 years	Men	Polling area - 7. Nord	333	330	342	326	286
Denmark	15-19 years	Men	Polling area - 7. Syd	186	208	190	197	185
Denmark	15-19 years	Men	Polling area - 7. Øst	261	266	263	268	268
Denmark	15-19 years	Men	Polling area - 7. Vest	205	223	195	180	175
Denmark	15-19 years	Men	Polling area - 7. Nordvest	440	434	412	406	386
Denmark	15-19 years	Men	Polling area - 7. Katrinedal	92	75	75	78	76
Denmark	15-19 years	Men	Polling area - 7. Kirkebjerg	161	175	164	161	170
Denmark	15-19 years	Men	Polling area - 7. Vanløse	271	259	272	280	273
Denmark	15-19 years	Men	Polling area - 8. Valby	229	259	258	267	263
Denmark	15-19 years	Men	Polling area - 8. Nord	192	166	179	186	194
Denmark	15-19 years	Men	Polling area - 8. Syd	229	225	224	227	202
Denmark	15-19 years	Men	Polling area - 8. Vest	271	289	291	288	272
Denmark	15-19 years	Men	Polling area - 8. Sydøst	203	190	196	193	179
Denmark	15-19 years	Men	Polling area - 8. Midt	117	107	101	96	108
Denmark	15-19 years	Men	Polling area - 9. Vesterbro	201	214	212	195	197
Denmark	15-19 years	Men	Polling area - 9. Nord	236	235	226	221	209
Denmark	15-19 years	Men	Polling area - 9. Syd	292	274	262	253	222
Denmark	15-19 years	Men	Polling area - 9. Øst	216	229	198	201	168
Denmark	15-19 years	Men	Polling area - 9. Vest	211	211	209	209	218
Denmark	15-19 years	Men	Polling area - 9. Midt	64	57	54	57	54
Denmark	15-19 years	Men	Polling area - 9. Sydhavn	29	29	28	38	31
Denmark	15-19 years	Women	Copenhagen total	12608	12483	12459	12437	11905
Denmark	15-19 years	Women	District - Indre By	1104	1077	1094	1144	1096
Denmark	15-19 years	Women	District - Østerbro	1569	1537	1553	1511	1439
Denmark	15-19 years	Women	District - Nørrebro	1755	1651	1649	1704	1593
Denmark	15-19 years	Women	District - Vesterbro/Kongens Enghave	1306	1356	1314	1287	1213
Denmark	15-19 years	Women	District - Valby	1267	1317	1302	1253	1196
Denmark	15-19 years	Women	District - Vanløse	824	824	836	831	828
Denmark	15-19 years	Women	District - Brønshøj-Husum	1122	1141	1140	1139	1075
Denmark	15-19 years	Women	District - Bispebjerg	941	867	885	868	836
Denmark	15-19 years	Women	District - Amager Øst	1300	1284	1216	1241	1213
Denmark	15-19 years	Women	District - Amager Vest	1420	1429	1470	1459	1416
Denmark	15-19 years	Women	District - Unlocated	0	0	0	0	0
Denmark	15-19 years	Women	Polling area - 1. Østerbro	315	299	304	315	310
Denmark	15-19 years	Women	Polling area - 1. Øst	167	152	149	136	124
Denmark	15-19 years	Women	Polling area - 1. Nord	176	184	192	178	192
Denmark	15-19 years	Women	Polling area - 1. Syd	408	403	393	377	339
Denmark	15-19 years	Women	Polling area - 1. Vest	245	269	273	263	239
Denmark	15-19 years	Women	Polling area - 1. Nordvest	258	230	242	242	235
Denmark	15-19 years	Women	Polling area - 2. Sundbyvester	403	367	348	313	343
Denmark	15-19 years	Women	Polling area - 2. Nord	390	398	404	422	402
Denmark	15-19 years	Women	Polling area - 2. Syd	66	62	68	84	83
Denmark	15-19 years	Women	Polling area - 2. Øst	381	430	462	468	441
Denmark	15-19 years	Women	Polling area - 2. Vest	180	172	188	172	147
Denmark	15-19 years	Women	Polling area - 3. Indre By	335	328	327	333	323
Denmark	15-19 years	Women	Polling area - 3. Nord	195	206	235	233	228
Denmark	15-19 years	Women	Polling area - 3. Syd	208	208	188	203	191
Denmark	15-19 years	Women	Polling area - 3. Øst	366	335	344	375	354
Denmark	15-19 years	Women	Polling area - 4. Sundbyøster	295	284	282	278	269
Denmark	15-19 years	Women	Polling area - 4. Nord	489	485	445	437	419
Denmark	15-19 years	Women	Polling area - 4. Syd	252	255	234	255	253
Denmark	15-19 years	Women	Polling area - 4. Øst	264	260	255	271	272
Denmark	15-19 years	Women	Polling area - 5. Nørrebro	194	197	191	186	204
Denmark	15-19 years	Women	Polling area - 5. Nord	272	247	280	262	226
Denmark	15-19 years	Women	Polling area - 5. Nørrebrohallen	243	221	204	234	212
Denmark	15-19 years	Women	Polling area - 5. Syd	226	179	167	184	175
Denmark	15-19 years	Women	Polling area - 5. Øst	248	212	222	234	215
Denmark	15-19 years	Women	Polling area - 5. Vest	226	229	215	224	204
Denmark	15-19 years	Women	Polling area - 5. Nordvest	346	366	370	380	357
Denmark	15-19 years	Women	Polling area - 6. Bispebjerg	247	225	221	201	198
Denmark	15-19 years	Women	Polling area - 6. Vest	112	103	114	116	98
Denmark	15-19 years	Women	Polling area - 6. Nord	239	213	216	212	215
Denmark	15-19 years	Women	Polling area - 6. Øst	107	106	103	99	94
Denmark	15-19 years	Women	Polling area - 6. Syd	236	220	231	240	231
Denmark	15-19 years	Women	Polling area - 7. Brønshøj	137	129	132	136	145
Denmark	15-19 years	Women	Polling area - 7. Nord	281	291	305	299	278
Denmark	15-19 years	Women	Polling area - 7. Syd	217	204	195	211	195
Denmark	15-19 years	Women	Polling area - 7. Øst	256	247	248	268	235
Denmark	15-19 years	Women	Polling area - 7. Vest	207	213	212	186	169
Denmark	15-19 years	Women	Polling area - 7. Nordvest	326	342	338	335	337
Denmark	15-19 years	Women	Polling area - 7. Katrinedal	79	86	82	72	82
Denmark	15-19 years	Women	Polling area - 7. Kirkebjerg	167	186	200	208	195
Denmark	15-19 years	Women	Polling area - 7. Vanløse	276	267	264	255	267
Denmark	15-19 years	Women	Polling area - 8. Valby	229	255	257	252	226
Denmark	15-19 years	Women	Polling area - 8. Nord	209	220	215	212	215
Denmark	15-19 years	Women	Polling area - 8. Syd	224	219	204	191	171
Denmark	15-19 years	Women	Polling area - 8. Vest	245	268	259	263	262
Denmark	15-19 years	Women	Polling area - 8. Sydøst	228	222	238	207	187
Denmark	15-19 years	Women	Polling area - 8. Midt	132	133	129	128	135
Denmark	15-19 years	Women	Polling area - 9. Vesterbro	260	250	227	226	192
Denmark	15-19 years	Women	Polling area - 9. Nord	254	255	280	252	264
Denmark	15-19 years	Women	Polling area - 9. Syd	259	269	256	246	219
Denmark	15-19 years	Women	Polling area - 9. Øst	194	227	217	236	213
Denmark	15-19 years	Women	Polling area - 9. Vest	230	228	222	216	224
Denmark	15-19 years	Women	Polling area - 9. Midt	64	78	60	66	64
Denmark	15-19 years	Women	Polling area - 9. Sydhavn	45	49	52	45	37
Denmark	20-24 years	Men	Copenhagen total	21214	21295	21222	21069	21488
Denmark	20-24 years	Men	District - Indre By	2192	2097	2104	2099	2105
Denmark	20-24 years	Men	District - Østerbro	2865	2877	2852	2824	2875
Denmark	20-24 years	Men	District - Nørrebro	3827	3722	3743	3661	3661
Denmark	20-24 years	Men	District - Vesterbro/Kongens Enghave	2583	2647	2610	2610	2724
Denmark	20-24 years	Men	District - Valby	1558	1556	1576	1580	1651
Denmark	20-24 years	Men	District - Vanløse	1142	1145	1197	1185	1181
Denmark	20-24 years	Men	District - Brønshøj-Husum	1195	1178	1120	1136	1153
Denmark	20-24 years	Men	District - Bispebjerg	1343	1359	1313	1344	1407
Denmark	20-24 years	Men	District - Amager Øst	2345	2478	2387	2268	2370
Denmark	20-24 years	Men	District - Amager Vest	2164	2236	2320	2362	2361
Denmark	20-24 years	Men	District - Unlocated	0	0	0	0	0
Denmark	20-24 years	Men	Polling area - 1. Østerbro	620	617	610	604	616
Denmark	20-24 years	Men	Polling area - 1. Øst	346	333	318	277	290
Denmark	20-24 years	Men	Polling area - 1. Nord	218	216	210	211	226
Denmark	20-24 years	Men	Polling area - 1. Syd	731	788	756	751	721
Denmark	20-24 years	Men	Polling area - 1. Vest	507	501	502	522	556
Denmark	20-24 years	Men	Polling area - 1. Nordvest	443	422	456	459	466
Denmark	20-24 years	Men	Polling area - 2. Sundbyvester	363	378	385	422	439
Denmark	20-24 years	Men	Polling area - 2. Nord	728	768	788	789	776
Denmark	20-24 years	Men	Polling area - 2. Syd	235	209	225	233	216
Denmark	20-24 years	Men	Polling area - 2. Øst	473	519	562	551	535
Denmark	20-24 years	Men	Polling area - 2. Vest	365	362	360	367	395
Denmark	20-24 years	Men	Polling area - 3. Indre By	671	645	653	680	671
Denmark	20-24 years	Men	Polling area - 3. Nord	349	339	349	346	354
Denmark	20-24 years	Men	Polling area - 3. Syd	436	383	388	379	353
Denmark	20-24 years	Men	Polling area - 3. Øst	736	730	714	694	727
Denmark	20-24 years	Men	Polling area - 4. Sundbyøster	520	568	547	508	550
Denmark	20-24 years	Men	Polling area - 4. Nord	1074	1131	1075	1011	1024
Denmark	20-24 years	Men	Polling area - 4. Syd	419	451	443	454	465
Denmark	20-24 years	Men	Polling area - 4. Øst	332	328	322	295	331
Denmark	20-24 years	Men	Polling area - 5. Nørrebro	376	413	459	425	429
Denmark	20-24 years	Men	Polling area - 5. Nord	945	905	883	825	820
Denmark	20-24 years	Men	Polling area - 5. Nørrebrohallen	448	442	420	457	446
Denmark	20-24 years	Men	Polling area - 5. Syd	473	365	351	354	338
Denmark	20-24 years	Men	Polling area - 5. Øst	499	501	531	513	478
Denmark	20-24 years	Men	Polling area - 5. Vest	398	404	380	373	400
Denmark	20-24 years	Men	Polling area - 5. Nordvest	688	692	719	714	750
Denmark	20-24 years	Men	Polling area - 6. Bispebjerg	461	461	445	427	439
Denmark	20-24 years	Men	Polling area - 6. Vest	146	140	147	141	150
Denmark	20-24 years	Men	Polling area - 6. Nord	244	273	262	276	294
Denmark	20-24 years	Men	Polling area - 6. Øst	93	94	87	112	113
Denmark	20-24 years	Men	Polling area - 6. Syd	399	391	372	388	411
Denmark	20-24 years	Men	Polling area - 7. Brønshøj	168	173	181	181	196
Denmark	20-24 years	Men	Polling area - 7. Nord	245	233	231	224	257
Denmark	20-24 years	Men	Polling area - 7. Syd	290	279	300	302	299
Denmark	20-24 years	Men	Polling area - 7. Øst	323	324	323	331	311
Denmark	20-24 years	Men	Polling area - 7. Vest	235	221	200	212	211
Denmark	20-24 years	Men	Polling area - 7. Nordvest	365	374	328	331	316
Denmark	20-24 years	Men	Polling area - 7. Katrinedal	115	146	152	138	129
Denmark	20-24 years	Men	Polling area - 7. Kirkebjerg	208	203	215	211	202
Denmark	20-24 years	Men	Polling area - 7. Vanløse	388	370	387	391	413
Denmark	20-24 years	Men	Polling area - 8. Valby	314	321	330	319	347
Denmark	20-24 years	Men	Polling area - 8. Nord	373	401	415	426	444
Denmark	20-24 years	Men	Polling area - 8. Syd	238	212	207	196	189
Denmark	20-24 years	Men	Polling area - 8. Vest	220	243	225	237	257
Denmark	20-24 years	Men	Polling area - 8. Sydøst	225	205	210	199	217
Denmark	20-24 years	Men	Polling area - 8. Midt	188	174	189	203	197
Denmark	20-24 years	Men	Polling area - 9. Vesterbro	508	496	494	490	498
Denmark	20-24 years	Men	Polling area - 9. Nord	620	625	580	593	645
Denmark	20-24 years	Men	Polling area - 9. Syd	353	383	406	389	369
Denmark	20-24 years	Men	Polling area - 9. Øst	467	473	464	487	527
Denmark	20-24 years	Men	Polling area - 9. Vest	357	395	422	406	436
Denmark	20-24 years	Men	Polling area - 9. Midt	230	223	202	200	198
Denmark	20-24 years	Men	Polling area - 9. Sydhavn	48	52	42	45	51
Denmark	20-24 years	Women	Copenhagen total	21928	22405	22813	23109	23926
Denmark	20-24 years	Women	District - Indre By	2254	2215	2192	2195	2290
Denmark	20-24 years	Women	District - Østerbro	3088	3211	3359	3455	3513
Denmark	20-24 years	Women	District - Nørrebro	4235	4260	4199	4200	4405
Denmark	20-24 years	Women	District - Vesterbro/Kongens Enghave	2560	2675	2749	2759	2923
Denmark	20-24 years	Women	District - Valby	1663	1698	1759	1814	1837
Denmark	20-24 years	Women	District - Vanløse	1215	1222	1233	1285	1331
Denmark	20-24 years	Women	District - Brønshøj-Husum	1041	1066	1085	1035	1022
Denmark	20-24 years	Women	District - Bispebjerg	1399	1434	1462	1559	1597
Denmark	20-24 years	Women	District - Amager Øst	2427	2517	2631	2582	2701
Denmark	20-24 years	Women	District - Amager Vest	2046	2107	2144	2225	2307
Denmark	20-24 years	Women	District - Unlocated	0	0	0	0	0
Denmark	20-24 years	Women	Polling area - 1. Østerbro	665	652	683	711	736
Denmark	20-24 years	Women	Polling area - 1. Øst	336	350	371	361	385
Denmark	20-24 years	Women	Polling area - 1. Nord	249	313	297	327	281
Denmark	20-24 years	Women	Polling area - 1. Syd	789	804	850	887	912
Denmark	20-24 years	Women	Polling area - 1. Vest	569	585	585	620	625
Denmark	20-24 years	Women	Polling area - 1. Nordvest	480	507	573	549	574
Denmark	20-24 years	Women	Polling area - 2. Sundbyvester	373	360	376	367	372
Denmark	20-24 years	Women	Polling area - 2. Nord	767	789	815	839	881
Denmark	20-24 years	Women	Polling area - 2. Syd	153	144	131	143	166
Denmark	20-24 years	Women	Polling area - 2. Øst	386	421	426	478	467
Denmark	20-24 years	Women	Polling area - 2. Vest	367	393	396	398	421
Denmark	20-24 years	Women	Polling area - 3. Indre By	711	682	701	680	707
Denmark	20-24 years	Women	Polling area - 3. Nord	357	342	358	382	411
Denmark	20-24 years	Women	Polling area - 3. Syd	458	458	446	420	408
Denmark	20-24 years	Women	Polling area - 3. Øst	728	733	687	713	764
Denmark	20-24 years	Women	Polling area - 4. Sundbyøster	560	585	622	578	608
Denmark	20-24 years	Women	Polling area - 4. Nord	1098	1186	1201	1202	1242
Denmark	20-24 years	Women	Polling area - 4. Syd	452	461	485	468	499
Denmark	20-24 years	Women	Polling area - 4. Øst	317	285	323	334	352
Denmark	20-24 years	Women	Polling area - 5. Nørrebro	454	476	491	488	514
Denmark	20-24 years	Women	Polling area - 5. Nord	1022	1021	1012	989	998
Denmark	20-24 years	Women	Polling area - 5. Nørrebrohallen	529	526	486	502	538
Denmark	20-24 years	Women	Polling area - 5. Syd	465	386	371	384	399
Denmark	20-24 years	Women	Polling area - 5. Øst	531	556	576	557	566
Denmark	20-24 years	Women	Polling area - 5. Vest	419	450	445	458	517
Denmark	20-24 years	Women	Polling area - 5. Nordvest	815	845	818	822	873
Denmark	20-24 years	Women	Polling area - 6. Bispebjerg	464	463	473	505	502
Denmark	20-24 years	Women	Polling area - 6. Vest	145	129	150	163	170
Denmark	20-24 years	Women	Polling area - 6. Nord	343	355	320	328	354
Denmark	20-24 years	Women	Polling area - 6. Øst	71	62	66	101	103
Denmark	20-24 years	Women	Polling area - 6. Syd	376	425	453	462	468
Denmark	20-24 years	Women	Polling area - 7. Brønshøj	151	185	172	167	169
Denmark	20-24 years	Women	Polling area - 7. Nord	207	191	204	199	204
Denmark	20-24 years	Women	Polling area - 7. Syd	332	359	339	318	349
Denmark	20-24 years	Women	Polling area - 7. Øst	309	302	315	328	325
Denmark	20-24 years	Women	Polling area - 7. Vest	222	224	230	199	216
Denmark	20-24 years	Women	Polling area - 7. Nordvest	274	293	285	287	253
Denmark	20-24 years	Women	Polling area - 7. Katrinedal	141	105	132	145	146
Denmark	20-24 years	Women	Polling area - 7. Kirkebjerg	206	214	215	225	215
Denmark	20-24 years	Women	Polling area - 7. Vanløse	414	415	426	452	476
Denmark	20-24 years	Women	Polling area - 8. Valby	363	355	396	400	417
Denmark	20-24 years	Women	Polling area - 8. Nord	451	471	518	517	534
Denmark	20-24 years	Women	Polling area - 8. Syd	181	185	168	181	185
Denmark	20-24 years	Women	Polling area - 8. Vest	210	232	226	258	224
Denmark	20-24 years	Women	Polling area - 8. Sydøst	253	244	223	222	230
Denmark	20-24 years	Women	Polling area - 8. Midt	205	211	228	236	247
Denmark	20-24 years	Women	Polling area - 9. Vesterbro	474	519	529	517	553
Denmark	20-24 years	Women	Polling area - 9. Nord	627	632	619	592	705
Denmark	20-24 years	Women	Polling area - 9. Syd	403	425	449	468	471
Denmark	20-24 years	Women	Polling area - 9. Øst	411	439	437	443	476
Denmark	20-24 years	Women	Polling area - 9. Vest	366	385	428	436	415
Denmark	20-24 years	Women	Polling area - 9. Midt	209	210	226	240	225
Denmark	20-24 years	Women	Polling area - 9. Sydhavn	70	65	61	63	78
Denmark	25-29 years	Men	Copenhagen total	20921	21448	22229	22555	22802
Denmark	25-29 years	Men	District - Indre By	2425	2514	2599	2505	2480
Denmark	25-29 years	Men	District - Østerbro	3103	3268	3417	3435	3466
Denmark	25-29 years	Men	District - Nørrebro	3611	3747	3882	3936	4012
Denmark	25-29 years	Men	District - Vesterbro/Kongens Enghave	2441	2503	2612	2666	2727
Denmark	25-29 years	Men	District - Valby	1610	1611	1681	1740	1758
Denmark	25-29 years	Men	District - Vanløse	1232	1281	1345	1393	1398
Denmark	25-29 years	Men	District - Brønshøj-Husum	1088	1110	1090	1129	1068
